ED1,ED2,ED3,ED4,ED5,ED6,ED7,ED8,ED9,ED10,ED11,ED12,ED13,ED14,ED15,ED16,ED17,ED18,ED19,ED20,ED21,ED22,ED23,ED24,ED25,ED26,ED27,ED28,ED29,ED30,ED31,ED32,ED33,ED34,ED35
0.9653677223711437,0.11099309985215475,2.3343341705832796,0.011657553678698553,1.2424331049255577,0.2712350236809846,2.567659771964369,0.9780356659473612,1.9027191837872823,2.9916034329156322,1.534877167352747,2.094518436873819,0.24544762577901547,1.6589384885206133,0.6847971916326658,1.3827850585461412,0.28472848545831714,0.6168587695002904,4.527719857102243,0.6426704847408677,0.6964685754693181,0.8620848576083318,2.031848959194349,0.3538679856109656,0.05990442189502625,0.10177778582926139,3.0807499348489213,1.0392110995614992,0.511374784207321,0.44857530198682394,0.4158063508984421,1.6055017059929289,2.496829457422415,1.0961780763291724,2.966943864679756
0.7095348316313277,0.28072588021996403,1.1323904438063697,0.3626257480889155,1.091230298768151,1.814535560020666,0.4769303667194972,0.21498133544059939,2.265116159147469,0.6603658973267379,0.8531824944025126,2.0092734463201367,1.1372011944797706,1.2093448570308671,0.4359186175692174,0.19324399897082392,0.6067169538436308,2.411510260713929,2.0566283635916642,1.7035132926745546,0.44146932267052924,0.564239790466757,2.244214847815176,0.6749487769058874,0.31408493503600793,3.3920473297756586,2.303783703653135,0.8960684183419945,0.518042038654514,0.7405040526249344,0.7016906119154961,2.8735196052708716,1.52314299414952,0.7807289854379874,0.4988590985714265
1.3989391355712677,0.3352656940018982,3.413739561969061,0.36651005480434734,0.3255900426228271,2.053034318146948,2.8038284003090745,0.7902586277269897,0.41361192127314916,2.5093235871629576,0.827178462635748,1.2390838022261912,0.9785381806897351,0.45440365404463934,1.0013011672763177,1.2792497611579015,0.4984998094812897,1.8442118887859345,2.856094492202767,1.57356735204428,0.33148400891771307,1.17419922010771,0.422298062984673,0.7475692475829667,0.29678687996169417,3.419755617047605,0.9106379628156669,0.34271721900489277,0.8205219121880901,1.0162573458344828,1.0726035899253532,2.66669522462413,1.043095482145516,1.2059267899027313,2.5232668936641875
0.8480402979156484,1.4689879456208548,0.19290885991059104,0.2439298880118558,0.4815443737961319,2.6816389402918874,0.5170451013547528,0.2711847224888672,2.466295535029704,2.5363748334066654,0.5797214600116886,1.5579149149164846,1.0075896558008004,0.07533085990975923,1.0376499118293883,0.3423491776118874,0.5859936876136259,2.8841182735121267,0.49807280117038666,0.2760245996677813,0.6405319865751711,1.3331046591019786,2.0499954641320355,0.36338694031941,0.11956422304566305,3.714053859300159,1.9837589151564234,0.6262221646141958,0.6121995943024172,0.5778284731817243,0.30163929806433826,2.4453495354202244,3.506562372204993,0.822550327485057,0.4401197930234389
1.4334550041979257,1.522731065786144,2.5217301800684675,0.24307479432540544,0.904100382080505,2.9338278701990412,3.0768628027011236,0.7093996118404454,0.5970515586480987,0.6312863231361521,1.4857908059908445,1.3866109171986998,0.9833751932413438,1.6118369195922218,0.4882278610649071,1.717665748828397,0.5123889876012476,2.2929347151584913,4.738415852152042,0.7720324556553835,0.05718173441507894,1.943182803075387,0.04949648143343539,0.6478759765839505,0.12276192106741227,3.738986269483484,1.822084836255397,0.41452164197804076,1.0297291418393169,1.0258980709597525,0.6027399929946151,2.0283473183684353,1.1528673723938017,1.872942919051944,3.285786831685369
0.1766838046681952,1.190934757972435,0.9821677754659288,0.17204087140975616,0.8727275550172339,0.9172532664597506,0.6113453672631518,0.14670347446653348,0.4852204947441997,2.147990791677171,0.6601981878538603,0.49247054959877484,0.6130703173232246,1.1655018872057978,1.206472082835157,0.5047275479162348,0.07053033923037355,0.5320855695435367,2.4560163422933776,1.9786322392429487,0.27784086176915185,0.7977265636226395,0.37295984145104083,0.9907977385012932,0.1978916660099744,0.33605621025805077,0.9446861076924119,0.38478399766036153,0.2786382104392739,0.6849704239124071,0.4774477297165893,0.652656144840432,1.9834392635288633,0.9951823734781968,0.922533627877365
0.45056308512979576,0.5875449277343165,0.24539316952786988,1.1263079330711416,0.5628506443316823,1.916657128114221,0.17111270755304914,0.6815003358755393,2.2986224843743353,2.433190966542631,1.1014700236936872,1.1946315351406223,0.5774134162948823,1.8213571544196807,0.3944066340807629,0.49172205307369377,0.8696851758625425,2.332877227319203,1.6492098899092613,1.708035870655554,0.15755318799241205,0.4340496404533481,1.9965448571788567,0.24835776279852026,0.44938727243254695,3.5284161092397164,2.444453078778703,0.9113302163729899,0.4956835140433815,0.4500292617659024,0.5201527485371255,2.3172336879872564,0.3963652275885901,1.8726690017400733,0.7518861418520751
0.769142389446915,0.6808862018281752,2.556096035010281,1.1157924396959413,0.8652577453128674,2.1228537340839804,2.400560786483494,1.6021864436748012,0.43136755940572763,1.2632164844649354,1.1865613369604122,1.3103708808747416,0.6235873207838769,0.3061291501482061,0.785891632055678,0.8911682248298459,0.805487036147191,1.7755622854726991,3.3341211710830345,1.4713316976775346,0.8536405950010294,1.1191593152439523,0.13680960346093163,0.1941640399859753,0.48871825465413204,3.548591557522615,1.8452391810521391,0.6256140599586277,0.9364816710941611,0.3428021489357773,0.9252514393345936,2.2612000490325177,2.30779869139733,2.486339796202222,2.5752842568202046
0.6299408735086762,0.3898905674046019,0.888290343008342,1.4028316493308313,0.6147430625426763,0.42391581077977725,0.5961214426445369,0.8959050563397737,0.40698649482872057,2.210959649372515,0.5111274239471918,0.8146421886752355,0.8277808770292168,0.6307486533535106,0.25871358053477794,0.4128181037487676,0.31098051604721555,0.11002848703740806,0.4942900633123775,3.031634155853571,0.5935587904300249,0.14131065481927918,0.5580139992577006,0.825359994823986,0.7561682239427893,0.29576573751680324,1.0994248353642773,0.28483061006289967,0.8665399248870546,0.7260190885689063,0.2494955256151999,0.5599004364719475,1.2825018684854996,2.6466107531270673,0.8040981977080864
0.6793398060996406,0.9847487300631111,0.16081762444908257,1.230792493285892,0.6329828297623514,1.1102030729369254,0.6778927092497292,0.9119157213747435,0.16906618100590895,0.6624692753087129,0.6181034414773432,0.39398635588816117,0.45740451051608494,1.7835407809124877,0.9495762100838409,0.8277632841025144,0.29549818281030427,0.6396500969669733,2.088562978295023,1.5434802030409762,0.7978631137326143,0.9048665321163922,0.18621606120004675,0.46535858288939735,0.5586475743517338,0.2562234734209238,0.47113710451986013,0.5816066288239307,0.7912787511696752,0.9387140529977387,0.3955649463676079,0.5167744195279476,3.247279159595404,2.1012650086605116,0.8123799349506529
