stimulus_filename,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,welcome.started,welcome_image.started,welcome_key_resp.started,welcome.stopped,welcome_key_resp.keys,welcome_key_resp.rt,welcome_key_resp.duration,instruction.started,instruction_image.started,instruction_key_resp.started,instruction.stopped,instruction_key_resp.keys,instruction_key_resp.rt,instruction_key_resp.duration,start.started,start_image.started,key_resp.started,start.stopped,key_resp.keys,key_resp.rt,key_resp.duration,block_info.started,block_text.started,block_info.stopped,img_presentation.started,ISI_text.started,stimulus_image.started,ISI_text.stopped,text.started,stimulus_image.stopped,img_presentation.stopped,evaluation.started,horizontal_polygon.started,vertical_polygon.started,ha_text.started,la_text.started,negative_text.started,positive_text.started,mouse.started,evaluation.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,rest.started,rest.stopped,key_resp_2.keys,rest_image.started,key_resp_2.started,key_resp_2.rt,key_resp_2.duration,block_text.stopped,text.stopped,end.started,end_image.started,key_resp_3.started,end.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,0.02106639745522898,0.042568144126448715,0.042568144126448715,12.42784450249735,space,12.383215078193189,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ED28,001,2024-02-02_14h00.22.905,rating,2023.2.3,85.10300836343751,2024-02-02 14h00.35.241320 +0800,
,,,,,,,,,,,,,,12.427864744667772,12.439127944487382,12.439127944487382,14.109624752924333,space,1.6616991620026056,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ED28,001,2024-02-02_14h00.22.905,rating,2023.2.3,85.10300836343751,2024-02-02 14h00.35.241320 +0800,
,,,,,,,,,,,,,,,,,,,,,14.109643284488811,14.121029647937348,14.121029647937348,17.414681389662064,return,3.2869860805142253,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ED28,001,2024-02-02_14h00.22.905,rating,2023.2.3,85.10300836343751,2024-02-02 14h00.35.241320 +0800,
neu_186.jpg,0,0,0,288,17.45159341519343,,,,,,,,,,,,,,,,,,,,,,,17.435118284125338,17.45159341519343,18.416104898918775,18.41611459235253,18.439559017188458,19.42753060630423,19.4392129045832,20.425215871344108,20.43697742769905,20.672246758330402,20.672255026259222,20.68598805597901,20.68598805597901,20.68598805597901,20.68598805597901,20.68598805597901,20.68598805597901,0.007579623718015682,26.473111412621165,[246.0],[-227.0],[1],[0],[0],[5.800483189162492],26.47445566380202,26.478414576187333,None,,,,,,,,,,,,,,ED28,001,2024-02-02_14h00.22.905,rating,2023.2.3,85.10300836343751,2024-02-02 14h00.35.241320 +0800,
neg_55.jpg,0,1,1,143,26.50796272817695,,,,,,,,,,,,,,,,,,,,,,,26.478809441062253,,26.47884279787843,26.478849640302315,26.50796272817695,27.495955414766286,27.507635147136284,28.481875702239336,28.505417061412686,28.728907444528545,28.72891457205344,28.740629942047462,28.740629942047462,28.740629942047462,28.740629942047462,28.740629942047462,28.740629942047462,8.602922457612294e-05,37.10348367754045,[-220.0],[64.0],[1],[0],[0],[8.374220712073907],37.10388738054621,37.10699184525629,None,,,,,,,,,,,,,,ED28,001,2024-02-02_14h00.22.905,rating,2023.2.3,85.10300836343751,2024-02-02 14h00.35.241320 +0800,
neu_182.jpg,0,2,2,284,37.12866322701814,,,,,,,,,,,,,,,,,,,,,,,37.10723247049418,,37.10726440180531,37.10727152933009,37.12866322701814,38.12839295127708,38.14007895586883,39.11431723016403,39.13783920246988,39.361350683059186,39.36135809568498,39.37309028663765,39.37309028663765,39.37309028663765,39.37309028663765,39.37309028663765,39.37309028663765,0.00410737872732625,48.87681641406243,[-34.0],[-289.0],[1],[0],[0],[9.515115056782179],48.87718619005,48.880268701983596,None,,,,,,,,,,,,,,ED28,001,2024-02-02_14h00.22.905,rating,2023.2.3,85.10300836343751,2024-02-02 14h00.35.241320 +0800,
neu_46.jpg,0,3,3,325,48.90199596354012,,,,,,,,,,,,,,,,,,,,,,,48.88051189313046,,48.88054325423957,48.880550096663455,48.90199596354012,49.90170316482056,49.91340627547197,50.8876499666859,50.9111511266193,51.13469083220696,51.13470736806448,51.14835315688049,51.14835315688049,51.14835315688049,51.14835315688049,51.14835315688049,51.14835315688049,0.00417808377358142,59.65244250296996,[1.0],[-279.0],[1],[0],[0],[8.517366499321952],59.652851052692654,59.655999422955574,None,,,,,,,,,,,,,,ED28,001,2024-02-02_14h00.22.905,rating,2023.2.3,85.10300836343751,2024-02-02 14h00.35.241320 +0800,
neg_43.jpg,0,4,4,130,59.68731691170615,,,,,,,,,,,,,,,,,,,,,,,59.65624033329436,,59.656272549706614,59.656279392130386,59.68731691170615,60.675283654105215,60.687005296321104,61.66120992869901,61.68473019039891,61.90826590457266,61.90827331719845,61.92192908454922,61.92192908454922,61.92192908454922,61.92192908454922,61.92192908454922,61.92192908454922,0.0020150225415136447,72.29607681076902,[-347.0],[67.0],[1],[0],[0],[10.387438279198932],72.29649134761246,72.29961405878612,None,,,,,,,,,,,,,,ED28,001,2024-02-02_14h00.22.905,rating,2023.2.3,85.10300836343751,2024-02-02 14h00.35.241320 +0800,
neg_92.jpg,0,5,5,184,72.31914376189047,,,,,,,,,,,,,,,,,,,,,,,72.29985354361997,,72.29988576003211,72.29989288755701,72.31914376189047,73.31895873134613,73.33062991068641,74.30487274659731,74.32839500400416,74.55191019090648,74.5519187439362,74.565613855224,74.565613855224,74.565613855224,74.565613855224,74.565613855224,74.565613855224,0.002047809155669711,77.5416733546607,[-368.0],[-324.0],[1],[0],[0],[2.989381128424043],77.54207563216153,77.5451495910653,None,,,,,,,,,,,,,,ED28,001,2024-02-02_14h00.22.905,rating,2023.2.3,85.10300836343751,2024-02-02 14h00.35.241320 +0800,
neu_172.jpg,0,6,6,273,77.56481927875711,,,,,,,,,,,,,,,,,,,,,,,77.54539221201014,,77.54542357311936,77.54543041554325,77.56481927875711,78.56459804038684,78.57628547048364,79.55052231927368,79.5740616827402,79.797553776462,79.7975614741888,79.81124461123477,79.81124461123477,79.81124461123477,79.81124461123477,79.81124461123477,79.81124461123477,0.002151585917090415,91.71430143556893,[53.0],[48.0],[1],[0],[0],[11.916374176806471],91.71471027039263,91.71783583257616,None,,,,,,,,,,,,,,ED28,001,2024-02-02_14h00.22.905,rating,2023.2.3,85.10300836343751,2024-02-02 14h00.35.241320 +0800,
neu_149.jpg,0,7,7,247,91.73746674653296,,,,,,,,,,,,,,,,,,,,,,,91.71807702801595,,91.71810867422619,91.71811551664996,91.73746674653296,92.73726432482806,92.74894747840995,93.723188033513,93.74672967778736,93.97022177150916,93.97022918413495,93.98391032547408,93.98391032547408,93.98391032547408,93.98391032547408,93.98391032547408,93.98391032547408,0.0021347649584413375,111.34435638308332,[149.0],[-282.0],[1],[0],[0],[17.373738891396215],111.3447834643705,111.34791159246288,None,,,,,,,,,,,,,,ED28,001,2024-02-02_14h00.22.905,rating,2023.2.3,85.10300836343751,2024-02-02 14h00.35.241320 +0800,
