stimulus_filename,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,welcome.started,welcome_image.started,welcome_key_resp.started,welcome.stopped,welcome_key_resp.keys,welcome_key_resp.rt,welcome_key_resp.duration,instruction.started,instruction_image.started,instruction_key_resp.started,instruction.stopped,instruction_key_resp.keys,instruction_key_resp.rt,instruction_key_resp.duration,start.started,start_image.started,key_resp.started,start.stopped,key_resp.keys,key_resp.rt,key_resp.duration,block_info.started,block_text.started,block_info.stopped,img_presentation.started,ISI_text.started,stimulus_image.started,ISI_text.stopped,text.started,stimulus_image.stopped,text.stopped,img_presentation.stopped,evaluation.started,horizontal_polygon.started,vertical_polygon.started,ha_text.started,la_text.started,negative_text.started,positive_text.started,mouse.started,evaluation.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,rest.started,rest.stopped,key_resp_2.keys,rest_image.started,key_resp_2.started,key_resp_2.rt,key_resp_2.duration,block_text.stopped,end.started,end_image.started,key_resp_3.started,end.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,0.017766638564353343,0.04937065381272987,0.04937065381272987,3.3682643821321108,space,3.3184050652180304,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ED31,001,2024-02-02_16h42.47.168,rating,2023.2.3,60.01747037280097,2024-02-02 16h43.00.587907 +0800,
,,,,,,,,,,,,,,3.368286620010622,3.401099178367076,3.401099178367076,5.151477863761102,space,1.7467259714758256,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ED31,001,2024-02-02_16h42.47.168,rating,2023.2.3,60.01747037280097,2024-02-02 16h43.00.587907 +0800,
,,,,,,,,,,,,,,,,,,,,,5.151496965527258,5.184420713270811,5.184420713270811,7.584866440163751,return,2.3915155084960134,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ED31,001,2024-02-02_16h42.47.168,rating,2023.2.3,60.01747037280097,2024-02-02 16h43.00.587907 +0800,
neu_45.jpg,0,0,0,324,7.61779246871447,,,,,,,,,,,,,,,,,,,,,,,7.605318444979275,7.61779246871447,8.6012084290669,8.60121812250145,8.634520484363748,9.601197880330801,9.63452590128145,10.584547982354707,10.601220403308616,10.834587255016231,10.818146906269249,10.818155744400428,10.834587255016231,10.834587255016231,10.834587255016231,10.834587255016231,10.834587255016231,10.834587255016231,-0.00025580686633475125,12.634983773476051,[247.0],[-64.0],[1],[0],[0],[1.8001236768104718],12.63625960041827,12.640253865327395,None,,,,,,,,,,,,,ED31,001,2024-02-02_16h42.47.168,rating,2023.2.3,60.01747037280097,2024-02-02 16h43.00.587907 +0800,
neu_38.jpg,0,1,1,316,12.667938027027049,,,,,,,,,,,,,,,,,,,,,,,12.640644168586732,,12.640676955201343,12.640684082725784,12.667938027027049,13.65133545581557,13.66794971616764,14.651303524504328,14.651303524504328,14.90130887014675,14.8848662405926,14.884874223420411,14.90130887014675,14.90130887014675,14.90130887014675,14.90130887014675,14.90130887014675,14.90130887014675,0.01067553539724031,15.835069075694264,[186.0],[-42.0],[1],[0],[0],[0.9334879340985935],15.835446549408516,15.838558996945721,None,,,,,,,,,,,,,ED31,001,2024-02-02_16h42.47.168,rating,2023.2.3,60.01747037280097,2024-02-02 16h43.00.587907 +0800,
neg_62.jpg,0,2,2,151,15.86800280197167,,,,,,,,,,,,,,,,,,,,,,,15.838789073446605,,15.83881957925405,15.838826706778491,15.86800280197167,16.851396809548532,16.868021618638522,17.851415626213566,17.851415626213566,18.101395882969882,18.084911058467696,18.084919896598876,18.101395882969882,18.101395882969882,18.101395882969882,18.101395882969882,18.101395882969882,18.101395882969882,0.012661834014579654,18.768453233031323,[-84.0],[111.0],[1],[0],[0],[0.6667234967990225],18.7688153112922,18.771928614132776,None,,,,,,,,,,,,,ED31,001,2024-02-02_16h42.47.168,rating,2023.2.3,60.01747037280097,2024-02-02 16h43.00.587907 +0800,
neu_111.jpg,0,3,3,206,18.801421171428956,,,,,,,,,,,,,,,,,,,,,,,18.772159831038152,,18.7721906219449,18.772198034570465,18.801421171428956,19.784747610068735,19.801452247436828,20.78478353279388,20.78478353279388,21.034781465812557,21.01830547944155,21.018313747370485,21.034781465812557,21.034781465812557,21.034781465812557,21.034781465812557,21.034781465812557,21.034781465812557,0.012636745126656024,23.15196025463956,[234.0],[-65.0],[1],[0],[0],[2.1168953984415566],23.15235854072671,23.155434210237217,None,,,,,,,,,,,,,ED31,001,2024-02-02_16h42.47.168,rating,2023.2.3,60.01747037280097,2024-02-02 16h43.00.587907 +0800,
neg_21.jpg,0,4,4,106,23.184826697084645,,,,,,,,,,,,,,,,,,,,,,,23.15564290416296,,23.155685099110997,23.155703345573784,23.184826697084645,24.168204453904764,24.184842662740266,25.168223270569797,25.168223270569797,25.418202957123867,25.40172782605623,25.40173580888404,25.418202957123867,25.418202957123867,25.418202957123867,25.418202957123867,25.418202957123867,25.418202957123867,0.012551499930850696,26.301960154854896,[-167.0],[120.0],[1],[0],[0],[0.8834712414354726],26.30235102831648,26.305446654894695,None,,,,,,,,,,,,,ED31,001,2024-02-02_16h42.47.168,rating,2023.2.3,60.01747037280097,2024-02-02 16h43.00.587907 +0800,
neu_148.jpg,0,5,5,246,26.33489559173904,,,,,,,,,,,,,,,,,,,,,,,26.305676731397398,,26.305707237203023,26.305714649828587,26.33489559173904,27.318261659418567,27.334922391233704,28.31829188012307,28.31829188012307,28.568273847486125,28.55179786111512,28.55180584394293,28.568273847486125,28.568273847486125,28.568273847486125,28.568273847486125,28.568273847486125,28.568273847486125,0.012611086038305075,29.035398994561547,[222.0],[105.0],[1],[0],[0],[0.4668634243644192],29.035792719032543,29.03888264359375,None,,,,,,,,,,,,,ED31,001,2024-02-02_16h42.47.168,rating,2023.2.3,60.01747037280097,2024-02-02 16h43.00.587907 +0800,
neu_78.jpg,0,6,6,360,29.068285108975033,,,,,,,,,,,,,,,,,,,,,,,29.039114145598433,,29.039144936507,29.039152349132564,29.068285108975033,30.05165374256285,30.068301929934023,31.05165744887563,31.05165744887563,31.301660513710885,31.285240692235675,31.285248675063485,31.301660513710885,31.301660513710885,31.301660513710885,31.301660513710885,31.301660513710885,31.301660513710885,0.012562903970319894,33.16878206851652,[208.0],[-108.0],[1],[0],[0],[1.8668316070943547],33.16919489475367,33.17217077891473,None,,,,,,,,,,,,,ED31,001,2024-02-02_16h42.47.168,rating,2023.2.3,60.01747037280097,2024-02-02 16h43.00.587907 +0800,
neu_103.jpg,0,7,7,197,33.20170724176387,,,,,,,,,,,,,,,,,,,,,,,33.17240171071899,,33.17243278672868,33.17244019935424,33.20170724176387,34.18507245414003,34.201722637217244,35.1850929814118,35.1850929814118,35.435084642207585,35.41861293235161,35.41862091517942,35.435084642207585,35.435084642207585,35.435084642207585,35.435084642207585,35.435084642207585,35.435084642207585,0.01269889714421879,36.03550562233431,[159.0],[-50.0],[1],[0],[0],[0.6001316026176937],36.03590732963312,36.039026904694765,None,,,,,,,,,,,,,ED31,001,2024-02-02_16h42.47.168,rating,2023.2.3,60.01747037280097,2024-02-02 16h43.00.587907 +0800,
neu_53.jpg,0,8,8,333,36.068439063510596,,,,,,,,,,,,,,,,,,,,,,,36.039256696094526,,36.03928805720534,36.039295469830904,36.068439063510596,37.05179543775739,37.068455029166216,38.05180513119012,38.05180513119012,38.301812472540405,38.28534475409833,38.28535245182502,38.301812472540405,38.301812472540405,38.301812472540405,38.301812472540405,38.301812472540405,38.301812472540405,0.012571742101499694,40.40224043764101,[143.0],[-60.0],[1],[0],[0],[2.1001556936516863],40.402642715142065,40.40587119878364,None,,,,,,,,,,,,,ED31,001,2024-02-02_16h42.47.168,rating,2023.2.3,60.01747037280097,2024-02-02 16h43.00.587907 +0800,
neu_77.jpg,0,9,9,359,40.43520352932137,,,,,,,,,,,,,,,,,,,,,,,40.406079892711205,,40.406108973011214,40.406115245234105,40.43520352932137,41.418602098514384,41.43521265255367,42.41867793537858,42.41867793537858,42.66859347420905,42.652159397683135,42.65216880601656,42.66859347420905,42.66859347420905,42.66859347420905,42.66859347420905,42.66859347420905,42.66859347420905,0.012552640335343312,44.735576812052386,[106.0],[-68.0],[1],[0],[0],[2.066669441650447],44.73598080015836,44.739096954008346,None,,,,,,,,,,,,,ED31,001,2024-02-02_16h42.47.168,rating,2023.2.3,60.01747037280097,2024-02-02 16h43.00.587907 +0800,
neu_167.jpg,0,10,10,267,44.76865251862364,,,,,,,,,,,,,,,,,,,,,,,44.7393264603088,,44.7393578214178,44.73936494894224,44.76865251862364,45.75199777393027,45.7686858754405,46.751993782516365,46.751993782516365,47.00200368977676,46.98554110315308,46.9855493710802,47.00200368977676,47.00200368977676,47.00200368977676,47.00200368977676,47.00200368977676,47.00200368977676,0.01269005901303899,48.81914818095538,[287.0],[52.0],[1],[0],[0],[1.8168197611466894],48.819557585980874,48.82268001205375,None,,,,,,,,,,,,,ED31,001,2024-02-02_16h42.47.168,rating,2023.2.3,60.01747037280097,2024-02-02 16h43.00.587907 +0800,
neu_88.jpg,0,11,11,371,48.85203999738769,,,,,,,,,,,,,,,,,,,,,,,48.822912654462925,,48.822945441077536,48.8229528537031,48.85203999738769,49.835396086531546,49.85208960496129,50.835415473400644,50.835415473400644,51.08544505262762,51.06895253039875,51.06896079832768,51.08544505262762,51.08544505262762,51.08544505262762,51.08544505262762,51.08544505262762,51.08544505262762,0.012545227707960294,51.702500250175945,[191.0],[137.0],[1],[0],[0],[0.6167598329193424],51.70291364661534,51.7060109838003,None,,,,,,,,,,,,,ED31,001,2024-02-02_16h42.47.168,rating,2023.2.3,60.01747037280097,2024-02-02 16h43.00.587907 +0800,
neg_104.jpg,0,12,12,6,51.73543739766683,,,,,,,,,,,,,,,,,,,,,,,51.706242200705674,,51.70627099590638,51.706277553228574,51.73543739766683,52.718802610042985,52.73545507392737,53.71881344388021,53.71881344388021,53.96882050012937,53.95239127032073,53.952399538249665,53.96882050012937,53.96882050012937,53.96882050012937,53.96882050012937,53.96882050012937,53.96882050012937,0.012595405483807554,54.98594224024964,[-177.0],[100.0],[1],[0],[0],[1.01681468634888],54.98636361951685,54.98944926756121,None,,,,,,,,,,,,,ED31,001,2024-02-02_16h42.47.168,rating,2023.2.3,60.01747037280097,2024-02-02 16h43.00.587907 +0800,
neg_162.jpg,0,13,13,70,55.01883975870078,,,,,,,,,,,,,,,,,,,,,,,54.98967848875873,,54.98970984986772,54.98971697739398,55.01883975870078,56.00222777915769,56.018860571073674,57.00226284657947,57.00226284657947,57.25223455030573,57.23578621873094,57.23579448665987,57.25223455030573,57.25223455030573,57.25223455030573,57.25223455030573,57.25223455030573,57.25223455030573,0.012570886798130232,57.65272161684152,[-232.0],[131.0],[1],[0],[0],[0.4001902764030092],57.65313786429033,57.65631331914847,None,,,,,,,,,,,,,ED31,001,2024-02-02_16h42.47.168,rating,2023.2.3,60.01747037280097,2024-02-02 16h43.00.587907 +0800,
neu_48.jpg,0,14,14,327,57.685567246913706,,,,,,,,,,,,,,,,,,,,,,,57.65654510625609,,57.65657333125273,57.65657988857674,57.685567246913706,58.66893759110644,58.685584067872696,59.66893901661206,59.66893901661206,59.91894265164956,59.902511996337125,59.902533949112694,59.91894265164956,59.91894265164956,59.91894265164956,59.91894265164956,59.91894265164956,59.91894265164956,0.012414081251336029,60.96939868494337,[309.0],[-131.0],[1],[0],[0],[1.0501478391197452],60.969824910926036,60.97293792866731,None,,,,,,,,,,,,,ED31,001,2024-02-02_16h42.47.168,rating,2023.2.3,60.01747037280097,2024-02-02 16h43.00.587907 +0800,
neg_134.jpg,0,15,15,39,61.00230988824296,,,,,,,,,,,,,,,,,,,,,,,60.973168290269314,,60.97319993647943,60.973207349104996,61.00230988824296,61.98567339001238,62.00232528369634,62.985705606424744,62.985705606424744,63.23573974726969,63.21921272781947,63.21922071064728,63.23573974726969,63.23573974726969,63.23573974726969,63.23573974726969,63.23573974726969,63.23573974726969,0.012585426948135137,64.73622969332428,[-306.0],[175.0],[1],[0],[0],[1.50019971324582],64.73664679607828,64.73966173907502,None,,,,,,,,,,,,,ED31,001,2024-02-02_16h42.47.168,rating,2023.2.3,60.01747037280097,2024-02-02 16h43.00.587907 +0800,
neg_93.jpg,0,16,16,185,64.76905080471079,,,,,,,,,,,,,,,,,,,,,,,64.73989267087927,,64.73992431708939,64.73993144461565,64.76905080471079,65.7524140213809,65.76907361279154,66.75242799132866,66.75242799132866,67.00243419227627,66.98603119175823,66.98603917458604,67.00243419227627,67.00243419227627,67.00243419227627,67.00243419227627,67.00243419227627,67.00243419227627,0.012556631749248481,67.48614737041316,[-163.0],[171.0],[1],[0],[0],[0.48342750694246206],67.48656133705481,67.48967178888597,None,,,,,,,,,,,,,ED31,001,2024-02-02_16h42.47.168,rating,2023.2.3,60.01747037280097,2024-02-02 16h43.00.587907 +0800,
neu_51.jpg,0,17,17,331,67.51911188759914,,,,,,,,,,,,,,,,,,,,,,,67.48990272069022,,67.48993351159697,67.48994063912141,67.51911188759914,68.50248137649032,68.51915208683931,69.50249221032755,69.50249221032755,69.75249270925451,69.7360845769199,69.7361031084838,69.75249270925451,69.75249270925451,69.75249270925451,69.75249270925451,69.75249270925451,69.75249270925451,0.012606239321030444,70.45291058178009,[364.0],[-92.0],[1],[0],[0],[0.7001213674939208],70.4533581903379,70.45643557045332,None,,,,,,,,,,,,,ED31,001,2024-02-02_16h42.47.168,rating,2023.2.3,60.01747037280097,2024-02-02 16h43.00.587907 +0800,
