stimulus_filename,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,welcome.started,welcome_image.started,welcome_key_resp.started,welcome.stopped,welcome_key_resp.keys,welcome_key_resp.rt,welcome_key_resp.duration,instruction.started,instruction_image.started,instruction_key_resp.started,instruction.stopped,instruction_key_resp.keys,instruction_key_resp.rt,instruction_key_resp.duration,start.started,start_image.started,key_resp.started,start.stopped,key_resp.keys,key_resp.rt,key_resp.duration,block_info.started,block_text.started,block_info.stopped,img_presentation.started,ISI_text.started,stimulus_image.started,ISI_text.stopped,stimulus_image.stopped,text.started,text.stopped,img_presentation.stopped,evaluation.started,horizontal_polygon.started,vertical_polygon.started,ha_text.started,la_text.started,negative_text.started,positive_text.started,mouse.started,evaluation.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,rest.started,rest.stopped,key_resp_2.keys,rest_image.started,key_resp_2.started,key_resp_2.rt,key_resp_2.duration,block_text.stopped,end.started,end_image.started,key_resp_3.started,end.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,0.025354391858854797,0.058700668671008316,0.058700668671008316,1.6590057812300074,space,1.5892544043454109,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ED22,001,2024-01-26_16h44.24.229,rating,2023.2.3,59.99835787709933,2024-01-26 16h44.38.175224 +0800,
,,,,,,,,,,,,,,1.6590257381358242,1.6919101551575295,1.6919101551575295,2.2923304475662007,space,0.5840225592837669,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ED22,001,2024-01-26_16h44.24.229,rating,2023.2.3,59.99835787709933,2024-01-26 16h44.38.175224 +0800,
,,,,,,,,,,,,,,,,,,,,,2.292347838581918,2.3252527827062295,2.3252527827062295,3.54240956243666,return,1.209748491686696,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ED22,001,2024-01-26_16h44.24.229,rating,2023.2.3,59.99835787709933,2024-01-26 16h44.38.175224 +0800,
neu_99.jpg,0,0,0,383,3.575249218973113,,,,,,,,,,,,,,,,,,,,,,,3.5626820711167966,3.575249218973113,4.558629679111618,4.558637661872126,4.591923782871163,5.541960532085795,5.591928344449116,6.541934873208447,6.541934873208447,6.791941858125938,6.775516470434013,6.775525023393129,6.791941858125938,6.791941858125938,6.791941858125938,6.791941858125938,6.791941858125938,6.791941858125938,-0.0004295010949135758,8.759020378280184,[26.0],[39.0],[1],[0],[0],[1.9668053956611402],8.760357775980083,8.764300975208243,None,,,,,,,,,,,,,ED22,001,2024-01-26_16h44.24.229,rating,2023.2.3,59.99835787709933,2024-01-26 16h44.38.175224 +0800,
neg_71.jpg,0,1,1,161,8.791954117366913,,,,,,,,,,,,,,,,,,,,,,,8.764648795544417,,8.764678160703625,8.764684432873764,8.791954117366913,9.775291527610534,9.791959819338445,10.775323743755507,10.775323743755507,11.02531447805086,11.008856304015353,11.00886428677768,11.02531447805086,11.02531447805086,11.02531447805086,11.02531447805086,11.02531447805086,11.02531447805086,0.010680792735001887,12.842399184846727,[-365.0],[187.0],[1],[0],[0],[1.816783072439648],12.84273816712448,12.84576933581775,None,,,,,,,,,,,,,ED22,001,2024-01-26_16h44.24.229,rating,2023.2.3,59.99835787709933,2024-01-26 16h44.38.175224 +0800,
neg_2.jpg,0,2,2,104,12.875390513856473,,,,,,,,,,,,,,,,,,,,,,,12.845974036637926,,12.846001691204947,12.846007963375087,12.875390513856473,13.858652087863447,13.875319809394568,14.858665202400516,14.858665202400516,15.108666200245352,15.092191490490222,15.092199188153245,15.108666200245352,15.108666200245352,15.108666200245352,15.108666200245352,15.108666200245352,15.108666200245352,0.012711550314634223,16.275741413257492,[-365.0],[232.0],[1],[0],[0],[1.1668109265774547],16.27611403717492,16.2790214730594,None,,,,,,,,,,,,,ED22,001,2024-01-26_16h44.24.229,rating,2023.2.3,59.99835787709933,2024-01-26 16h44.38.175224 +0800,
neg_156.jpg,0,3,3,63,16.308675437441707,,,,,,,,,,,,,,,,,,,,,,,16.279224748386696,,16.279252402953716,16.27925896022316,16.308675437441707,17.292020260250865,17.308676007638496,18.292023966532724,18.292023966532724,18.542032947139887,18.525554816200383,18.525576483696568,18.542032947139887,18.542032947139887,18.542032947139887,18.542032947139887,18.542032947139887,18.542032947139887,0.01282530467142351,19.625852516195664,[-371.0],[235.0],[1],[0],[0],[1.0834420984629105],19.626478022602896,19.629578470263368,None,,,,,,,,,,,,,ED22,001,2024-01-26_16h44.24.229,rating,2023.2.3,59.99835787709933,2024-01-26 16h44.38.175224 +0800,
neg_14.jpg,0,4,4,45,19.658699015099046,,,,,,,,,,,,,,,,,,,,,,,19.629809400159502,,19.629839905712288,19.629846748079217,19.658699015099046,20.64206436500899,20.658714695524395,21.64204925478043,21.64204925478043,21.89206051617657,21.87557383227977,21.875581529942792,21.89206051617657,21.89206051617657,21.89206051617657,21.89206051617657,21.89206051617657,21.89206051617657,0.012265085852050106,25.292461878036193,[-203.0],[121.0],[1],[0],[0],[3.400123105591774],25.292810268569156,25.29574364843029,None,,,,,,,,,,,,,ED22,001,2024-01-26_16h44.24.229,rating,2023.2.3,59.99835787709933,2024-01-26 16h44.38.175224 +0800,
neu_122.jpg,0,5,5,218,25.325407591264593,,,,,,,,,,,,,,,,,,,,,,,25.295973437931025,,25.29600337328702,25.29601021565577,25.325407591264593,26.308742720719238,26.32540502537813,27.308748992889377,27.308748992889377,27.558745714255565,27.5423040759415,27.542311773604524,27.558745714255565,27.558745714255565,27.558745714255565,27.558745714255565,27.558745714255565,27.558745714255565,0.012788812045982922,30.00918986941906,[317.0],[-26.0],[1],[0],[0],[2.4501351082435576],30.009676817890067,30.01265296254678,None,,,,,,,,,,,,,ED22,001,2024-01-26_16h44.24.229,rating,2023.2.3,59.99835787709933,2024-01-26 16h44.38.175224 +0800,
neg_109.jpg,0,6,6,11,30.04210536219216,,,,,,,,,,,,,,,,,,,,,,,30.012875624581284,,30.012905845036585,30.012912972501,30.04210536219216,31.025449899902014,31.04214442070588,32.02544904460592,32.02544904460592,32.27544719146499,32.25897789858391,32.25898559624693,32.27544719146499,32.27544719146499,32.27544719146499,32.27544719146499,32.27544719146499,32.27544719146499,0.012587817507665022,34.20920423839016,[-282.0],[-32.0],[1],[0],[0],[1.9334881989125279],34.20958969174717,34.21253732653895,None,,,,,,,,,,,,,ED22,001,2024-01-26_16h44.24.229,rating,2023.2.3,59.99835787709933,2024-01-26 16h44.38.175224 +0800,
