stimulus_filename,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,welcome.started,welcome_image.started,welcome_key_resp.started,welcome.stopped,welcome_key_resp.keys,welcome_key_resp.rt,welcome_key_resp.duration,instruction.started,instruction_image.started,instruction_key_resp.started,instruction.stopped,instruction_key_resp.keys,instruction_key_resp.rt,instruction_key_resp.duration,start.started,start_image.started,key_resp.started,start.stopped,key_resp.keys,key_resp.rt,key_resp.duration,block_info.started,block_text.started,block_info.stopped,img_presentation.started,ISI_text.started,stimulus_image.started,ISI_text.stopped,stimulus_image.stopped,text.started,text.stopped,img_presentation.stopped,evaluation.started,horizontal_polygon.started,vertical_polygon.started,ha_text.started,la_text.started,negative_text.started,positive_text.started,mouse.started,evaluation.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,rest.started,rest.stopped,key_resp_2.keys,rest_image.started,key_resp_2.started,key_resp_2.rt,key_resp_2.duration,block_text.stopped,end.started,end_image.started,key_resp_3.started,end.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,0.01800075780079169,0.051329729076314834,0.051329729076314834,20.018726626997704,space,19.95964697554041,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ED33,001,2024-02-06_13h31.55.200,rating,2023.2.3,60.05254462179572,2024-02-06 13h32.04.314966 +0800,
,,,,,,,,,,,,,,20.018746013920463,20.05158746110874,20.05158746110874,27.302107272975718,space,7.237750672198672,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ED33,001,2024-02-06_13h31.55.200,rating,2023.2.3,60.05254462179572,2024-02-06 13h32.04.314966 +0800,
,,,,,,,,,,,,,,,,,,,,,27.302125519491256,27.335021706226144,27.335021706226144,30.618840268577515,return,3.279500125302093,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ED33,001,2024-02-06_13h31.55.200,rating,2023.2.3,60.05254462179572,2024-02-06 13h32.04.314966 +0800,
neg_46.jpg,0,0,0,133,30.668419472567393,,,,,,,,,,,,,,,,,,,,,,,30.640760606001095,30.668419472567393,31.635130130442803,31.63513868349696,31.66843002133419,32.618457947056186,32.66844399132265,33.61846079807424,33.61846079807424,33.868475979745426,33.85200393782634,33.85201306108411,33.868475979745426,33.868475979745426,33.868475979745426,33.868475979745426,33.868475979745426,33.868475979745426,-0.0003246596811550262,35.83557123995638,[-397.0],[332.0],[1],[0],[0],[1.966827549615573],35.836934311688765,35.841193732664124,None,,,,,,,,,,,,,ED33,001,2024-02-06_13h31.55.200,rating,2023.2.3,60.05254462179572,2024-02-06 13h32.04.314966 +0800,
neu_17.jpg,0,1,1,270,35.86850848135123,,,,,,,,,,,,,,,,,,,,,,,35.841595156006406,,35.841629083121234,35.84163649576817,35.86850848135123,36.85185454448015,36.86851988542344,37.85189303322386,37.85189303322386,38.10191904876365,38.08541079891529,38.085419066867644,38.10191904876365,38.10191904876365,38.10191904876365,38.10191904876365,38.10191904876365,38.10191904876365,0.010338718051116302,40.88569897982029,[-381.0],[90.0],[1],[0],[0],[2.7834962547601663],40.88610410948604,40.88931264520602,None,,,,,,,,,,,,,ED33,001,2024-02-06_13h31.55.200,rating,2023.2.3,60.05254462179572,2024-02-06 13h32.04.314966 +0800,
neg_1.jpg,0,2,2,0,40.91859374104615,,,,,,,,,,,,,,,,,,,,,,,40.88952704176381,,40.889555837046146,40.88956182418406,40.91859374104615,41.90194636151659,41.91861312796891,42.90196403782852,42.90196403782852,43.1519735174636,43.13550375635896,43.135511739209505,43.1519735174636,43.1519735174636,43.1519735174636,43.1519735174636,43.1519735174636,43.1519735174636,0.012468713640600981,44.2190822059697,[-395.0],[319.0],[1],[0],[0],[1.0668278632276724],44.21951071398348,44.22273892172802,None,,,,,,,,,,,,,ED33,001,2024-02-06_13h31.55.200,rating,2023.2.3,60.05254462179572,2024-02-06 13h32.04.314966 +0800,
neu_146.jpg,0,3,3,244,44.25198780106393,,,,,,,,,,,,,,,,,,,,,,,44.22297356051399,,44.22300577701799,44.22301290456312,44.25198780106393,45.23533643010933,45.252001485950814,46.23535325111584,46.23535325111584,46.48535816912181,46.46892461594666,46.468932883899015,46.48535816912181,46.48535816912181,46.48535816912181,46.48535816912181,46.48535816912181,46.48535816912181,0.012402570021777137,48.20248899578314,[221.0],[-307.0],[1],[0],[0],[1.7167992532613425],48.202866185471976,48.20603993877171,None,,,,,,,,,,,,,ED33,001,2024-02-06_13h31.55.200,rating,2023.2.3,60.05254462179572,2024-02-06 13h32.04.314966 +0800,
neu_52.jpg,0,4,4,332,48.235425381872574,,,,,,,,,,,,,,,,,,,,,,,48.206274862659484,,48.206305653654454,48.20631249609778,48.235425381872574,49.218742364617356,49.235405424746205,50.218782849073705,50.218782849073705,50.46875241445605,50.45229291701639,50.45230147007055,50.46875241445605,50.46875241445605,50.46875241445605,50.46875241445605,50.46875241445605,50.46875241445605,0.012496368515712675,52.90255476876973,[96.0],[-307.0],[1],[0],[0],[2.433506133537776],52.902970732304084,52.90633892503524,None,,,,,,,,,,,,,ED33,001,2024-02-06_13h31.55.200,rating,2023.2.3,60.05254462179572,2024-02-06 13h32.04.314966 +0800,
neu_14.jpg,0,5,5,237,52.93546663610391,,,,,,,,,,,,,,,,,,,,,,,52.906576414839265,,52.906608346241455,52.90661518868478,52.93546663610391,53.91882495861046,53.935497712200686,54.91884035410794,54.91884035410794,55.16884584231775,55.15239888935753,55.15240772751349,55.16884584231775,55.16884584231775,55.16884584231775,55.16884584231775,55.16884584231775,55.16884584231775,0.012287673994023862,57.20265606544126,[297.0],[-313.0],[1],[0],[0],[2.0335131470421857],57.20307887141894,57.2063461381108,None,,,,,,,,,,,,,ED33,001,2024-02-06_13h31.55.200,rating,2023.2.3,60.05254462179572,2024-02-06 13h32.04.314966 +0800,
neg_11.jpg,0,6,6,12,57.23555282237976,,,,,,,,,,,,,,,,,,,,,,,57.206578210980524,,57.206609001975494,57.20661584441882,57.23555282237976,58.21895248464807,58.23556622216461,59.21891827243144,59.21891827243144,59.468921194725,59.452474241764776,59.45248307992074,59.468921194725,59.468921194725,59.468921194725,59.468921194725,59.468921194725,59.468921194725,0.01236094515820696,61.936052520314206,[-384.0],[61.0],[1],[0],[0],[2.4667974713750027],61.93647675180091,61.9396804407902,None,,,,,,,,,,,,,ED33,001,2024-02-06_13h31.55.200,rating,2023.2.3,60.05254462179572,2024-02-06 13h32.04.314966 +0800,
