stimulus_filename,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,welcome.started,welcome_image.started,welcome_key_resp.started,welcome.stopped,welcome_key_resp.keys,welcome_key_resp.rt,welcome_key_resp.duration,instruction.started,instruction_image.started,instruction_key_resp.started,instruction.stopped,instruction_key_resp.keys,instruction_key_resp.rt,instruction_key_resp.duration,start.started,start_image.started,key_resp.started,start.stopped,key_resp.keys,key_resp.rt,key_resp.duration,block_info.started,block_text.started,block_info.stopped,img_presentation.started,ISI_text.started,stimulus_image.started,ISI_text.stopped,text.started,stimulus_image.stopped,text.stopped,img_presentation.stopped,evaluation.started,horizontal_polygon.started,vertical_polygon.started,ha_text.started,la_text.started,negative_text.started,positive_text.started,mouse.started,evaluation.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,rest.started,rest.stopped,key_resp_2.keys,rest_image.started,key_resp_2.started,key_resp_2.rt,key_resp_2.duration,block_text.stopped,end.started,end_image.started,key_resp_3.started,end.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,0.013063897689789883,0.044684448796033394,0.044684448796033394,7.663626444715192,space,7.611720957973375,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ED32,001,2024-02-02_17h32.43.736,rating,2023.2.3,60.027125362353175,2024-02-02 17h32.55.207902 +0800,
,,,,,,,,,,,,,,7.663645831582471,7.69643757756603,7.69643757756603,9.863631063350113,space,2.159047865321554,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ED32,001,2024-02-02_17h32.43.736,rating,2023.2.3,60.027125362353175,2024-02-02 17h32.55.207902 +0800,
,,,,,,,,,,,,,,,,,,,,,9.863650735318515,9.89649950150124,9.89649950150124,17.13035900772411,return,7.224345971193543,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ED32,001,2024-02-02_17h32.43.736,rating,2023.2.3,60.027125362353175,2024-02-02 17h32.55.207902 +0800,
neu_122.jpg,0,0,0,218,17.163255670873696,,,,,,,,,,,,,,,,,,,,,,,17.150692695628095,17.163255670873696,18.14672665571743,18.146735208747486,18.180014762530845,19.146733498140748,19.180029872883097,20.13005337946015,20.14672038349636,20.380081248082206,20.36358929605558,20.363597849085636,20.380081248082206,20.380081248082206,20.380081248082206,20.380081248082206,20.380081248082206,20.380081248082206,-0.00023984121071407571,21.94706586887878,[-26.0],[-20.0],[1],[0],[0],[1.56670151551225],21.948414396574663,21.952455988248403,None,,,,,,,,,,,,,ED32,001,2024-02-02_17h32.43.736,rating,2023.2.3,60.027125362353175,2024-02-02 17h32.55.207902 +0800,
neg_52.jpg,0,1,1,140,21.98009624439328,,,,,,,,,,,,,,,,,,,,,,,21.952843155395385,,21.95287451650438,21.952881929131763,21.98009624439328,22.963463167376176,22.980131026715753,23.963468584293878,23.963468584293878,24.213476210747103,24.197001649879894,24.19701020290995,24.213476210747103,24.213476210747103,24.213476210747103,24.213476210747103,24.213476210747103,24.213476210747103,0.010646740198353655,27.147270628411206,[39.0],[66.0],[1],[0],[0],[2.933532980056043],27.147673191013382,27.15086546682869,None,,,,,,,,,,,,,ED32,001,2024-02-02_17h32.43.736,rating,2023.2.3,60.027125362353175,2024-02-02 17h32.55.207902 +0800,
neg_164.jpg,0,2,2,72,27.18024227312162,,,,,,,,,,,,,,,,,,,,,,,27.15110210065359,,27.151133461762583,27.15114115948927,27.18024227312162,28.163571277671508,28.180252536758417,29.163579830701565,29.163579830701565,29.41358460614356,29.397115747296994,29.397124015225927,29.41358460614356,29.41358460614356,29.41358460614356,29.41358460614356,29.41358460614356,29.41358460614356,0.01249818604446773,30.84723490525721,[-374.0],[262.0],[1],[0],[0],[1.433386580694787],30.847620646900396,30.850641006818478,None,,,,,,,,,,,,,ED32,001,2024-02-02_17h32.43.736,rating,2023.2.3,60.027125362353175,2024-02-02 17h32.55.207902 +0800,
neg_38.jpg,0,3,3,124,30.88028381233744,,,,,,,,,,,,,,,,,,,,,,,30.850843998725395,,30.85087079821824,30.850876785338187,30.88028381233744,31.863672117893657,31.880302914103595,32.86365900324745,32.86365900324745,33.11366919560896,33.09720147716689,33.097209745094005,33.11366919560896,33.11366919560896,33.11366919560896,33.11366919560896,33.11366919560896,33.11366919560896,0.012844298649724806,37.730715269924985,[-241.0],[49.0],[1],[0],[0],[4.6167837814027735],37.73110272217309,37.734170123754666,None,,,,,,,,,,,,,ED32,001,2024-02-02_17h32.43.736,rating,2023.2.3,60.027125362353175,2024-02-02 17h32.55.207902 +0800,
neu_133.jpg,0,4,4,230,37.76379724871913,,,,,,,,,,,,,,,,,,,,,,,37.734399630053304,,37.73443013586075,37.73443726338519,37.76379724871913,38.74713623180469,38.76380466134469,39.74714164872239,39.74714164872239,39.99714784967,39.98067442920728,39.98068269713622,39.99714784967,39.99714784967,39.99714784967,39.99714784967,39.99714784967,39.99714784967,0.0127633299689478,42.13081231830256,[205.0],[102.0],[1],[0],[0],[2.133399894910326],42.13119691954125,42.13421528375147,None,,,,,,,,,,,,,ED32,001,2024-02-02_17h32.43.736,rating,2023.2.3,60.027125362353175,2024-02-02 17h32.55.207902 +0800,
neg_108.jpg,0,5,5,10,42.16387719103841,,,,,,,,,,,,,,,,,,,,,,,42.13443937313241,,42.13446930873579,42.134476151160925,42.16387719103841,43.1471514561963,43.16214976412266,44.14724126301007,44.14724126301007,44.39726998693368,44.380769481878815,44.38077774980775,44.39726998693368,44.39726998693368,44.39726998693368,44.39726998693368,44.39726998693368,44.39726998693368,0.012846579458710039,47.231021040739506,[-301.0],[75.0],[1],[0],[0],[2.8334802078625216],47.231415905613176,47.23443883143955,None,,,,,,,,,,,,,ED32,001,2024-02-02_17h32.43.736,rating,2023.2.3,60.027125362353175,2024-02-02 17h32.55.207902 +0800,
neu_186.jpg,0,6,6,288,47.263972728380395,,,,,,,,,,,,,,,,,,,,,,,47.23466292082048,,47.23469257132456,47.234699698849,47.263972728380395,48.24736987206779,48.26399154504543,49.24737871019897,49.24737871019897,49.49737037099476,49.480880414674175,49.48088868260311,49.49737037099476,49.49737037099476,49.49737037099476,49.49737037099476,49.49737037099476,49.49737037099476,0.012746223908834509,51.36452585281586,[337.0],[194.0],[1],[0],[0],[1.8668070884104964],51.36493269193306,51.36794022230606,None,,,,,,,,,,,,,ED32,001,2024-02-02_17h32.43.736,rating,2023.2.3,60.027125362353175,2024-02-02 17h32.55.207902 +0800,
neu_14.jpg,0,7,7,237,51.397455302580056,,,,,,,,,,,,,,,,,,,,,,,51.36814235890961,,51.3681697286047,51.36817628592689,51.397455302580056,52.38074695889918,52.39745102606503,53.38076919677769,53.38076919677769,53.63077425731899,53.61430682397804,53.614315091906974,53.63077425731899,53.63077425731899,53.63077425731899,53.63077425731899,53.63077425731899,53.63077425731899,0.012650429975110455,56.29783759450038,[37.0],[205.0],[1],[0],[0],[2.666746304876142],56.29822846796196,56.301278763483424,None,,,,,,,,,,,,,ED32,001,2024-02-02_17h32.43.736,rating,2023.2.3,60.027125362353175,2024-02-02 17h32.55.207902 +0800,
neu_138.jpg,0,8,8,235,56.3308329025931,,,,,,,,,,,,,,,,,,,,,,,56.30150627407602,,56.30153649478052,56.30154362230496,56.3308329025931,57.31419041724257,57.33085485537049,58.31420980410985,58.31420980410985,58.564213724248475,58.54774315479699,58.54775170782705,58.564213724248475,58.564213724248475,58.564213724248475,58.564213724248475,58.564213724248475,58.564213724248475,0.012724841333692893,61.16466036346537,[85.0],[147.0],[1],[0],[0],[2.6001712316556223],61.16505494323792,61.168108374871736,None,,,,,,,,,,,,,ED32,001,2024-02-02_17h32.43.736,rating,2023.2.3,60.027125362353175,2024-02-02 17h32.55.207902 +0800,
neu_123.jpg,0,9,9,219,61.197627446559636,,,,,,,,,,,,,,,,,,,,,,,61.168323055919245,,61.16835242132038,61.16835983394594,61.197627446559636,62.1809758379768,62.19762716145851,63.1810217392358,63.1810217392358,63.43100313639661,63.414520022501165,63.414528005328975,63.43100313639661,63.43100313639661,63.43100313639661,63.43100313639661,63.43100313639661,63.43100313639661,0.012696331234110403,65.4813687926744,[121.0],[176.0],[1],[0],[0],[2.0500511898844707],65.48173286664314,65.48476120938722,None,,,,,,,,,,,,,ED32,001,2024-02-02_17h32.43.736,rating,2023.2.3,60.027125362353175,2024-02-02 17h32.55.207902 +0800,
neg_190.jpg,0,10,10,101,65.51436723687948,,,,,,,,,,,,,,,,,,,,,,,65.4849910007888,,65.48502150659442,65.48502863411886,65.51436723687948,66.49773758107222,66.51438633864564,67.49776637627292,67.49776637627292,67.74774577772587,67.7312715019616,67.73127919968829,67.74774577772587,67.74774577772587,67.74774577772587,67.74774577772587,67.74774577772587,67.74774577772587,0.012768746886649751,70.1149321930061,[-377.0],[337.0],[1],[0],[0],[2.3669018844884704],70.11533047909325,70.1183283160317,None,,,,,,,,,,,,,ED32,001,2024-02-02_17h32.43.736,rating,2023.2.3,60.027125362353175,2024-02-02 17h32.55.207902 +0800,
neg_57.jpg,0,11,11,145,70.14779863545118,,,,,,,,,,,,,,,,,,,,,,,70.11856067334156,,70.11858775793553,70.11859374505548,70.14779863545118,71.1311609968161,71.14781973292338,72.13117012004841,72.13117012004841,72.38117746139869,72.36475307830733,72.36476106113514,72.38117746139869,72.38117746139869,72.38117746139869,72.38117746139869,72.38117746139869,72.38117746139869,0.012635034521736088,74.31504771592881,[-283.0],[239.0],[1],[0],[0],[1.9335874343450996],74.31541635151189,74.31843614122772,None,,,,,,,,,,,,,ED32,001,2024-02-02_17h32.43.736,rating,2023.2.3,60.027125362353175,2024-02-02 17h32.55.207902 +0800,
