conv1,conv2,conv3,conv4,conv5,conv6,conv7,conv8,conv9,conv10,conv11,conv12,conv13,fc6,fc7
0.8333827257156372,0.9222110509872437,0.9399627447128296,0.9694911241531372,0.9473952651023865,0.9471637010574341,0.9402282238006592,0.9447413682937622,0.941674530506134,0.9472997784614563,0.9517368078231812,0.9629288911819458,0.9894515872001648,0.9790475368499756,1.0263965129852295
0.8203389644622803,0.9055890440940857,0.9391343593597412,0.9590167999267578,0.9404966831207275,0.9376894235610962,0.9344200491905212,0.9397711753845215,0.9394552707672119,0.9401350617408752,0.917034924030304,0.9290401339530945,0.9777647852897644,0.966693639755249,1.0005462169647217
0.7825180888175964,0.8572211265563965,0.8788173198699951,0.9012097120285034,0.866948127746582,0.9005866646766663,0.8925917744636536,0.9039931893348694,0.9084011316299438,0.9012122750282288,0.8710179328918457,0.863023579120636,0.8967834711074829,0.8599675893783569,0.8889994621276855
0.8285666108131409,0.9285845756530762,0.9509353637695312,0.9772233366966248,0.9543116092681885,0.9541540741920471,0.9641581773757935,0.9668083190917969,0.9665228724479675,0.9764000773429871,0.9707799553871155,0.9837386608123779,1.0016430616378784,1.0547752380371094,1.0391747951507568
0.8081830739974976,0.9440028071403503,0.932067334651947,0.9721479415893555,0.9374300241470337,0.9444321990013123,0.9497775435447693,0.9445093274116516,0.93889319896698,0.9164813160896301,0.8855641484260559,0.8892367482185364,0.8562983274459839,0.8118715882301331,0.555847704410553
0.8171913623809814,0.9251726865768433,0.9433832764625549,0.9852078557014465,0.9541186690330505,0.9571360945701599,0.9569218754768372,0.9499803185462952,0.9355939626693726,0.9277543425559998,0.9056140184402466,0.9113813042640686,0.9617887735366821,0.9743757247924805,0.9589478969573975
0.8734452128410339,0.9445133805274963,0.9530687928199768,0.9846702814102173,0.9424993991851807,0.9414816498756409,0.9521271586418152,0.9342056512832642,0.9317415952682495,0.9350857734680176,0.8983870148658752,0.8926880955696106,0.9164243936538696,0.8324393033981323,0.8000088334083557
0.8949650526046753,0.9288602471351624,0.9367930889129639,0.9740440845489502,0.9436579346656799,0.955630898475647,0.9589806199073792,0.9531316757202148,0.9583233594894409,0.9652912020683289,0.9564551711082458,0.9583452343940735,0.9688645601272583,0.9984710216522217,1.0461702346801758
0.8529447317123413,0.8977655172348022,0.9201080799102783,0.9553120732307434,0.9149680733680725,0.9360962510108948,0.9456244707107544,0.9309956431388855,0.9382106065750122,0.9507562518119812,0.9362793564796448,0.9600536227226257,0.9844263792037964,0.9609162211418152,0.9773844480514526
0.8614096641540527,0.9406553506851196,0.9476194977760315,0.9946911931037903,0.9504961371421814,0.9484199285507202,0.9594263434410095,0.9517133831977844,0.9490585327148438,0.961405336856842,0.9491375088691711,0.9700607061386108,1.0093941688537598,1.0160644054412842,1.0617728233337402
0.8480290770530701,0.9076908826828003,0.9291262030601501,0.9500649571418762,0.916708767414093,0.9244915843009949,0.928449809551239,0.934290885925293,0.9406657814979553,0.9514743685722351,0.9374266266822815,0.9351220726966858,0.9908168315887451,0.9940045475959778,1.0431321859359741
0.8684982061386108,0.9029975533485413,0.9140911102294922,0.9520242214202881,0.9205845594406128,0.9484373331069946,0.9401857256889343,0.9466469883918762,0.9624725580215454,0.9681603908538818,0.9398201107978821,0.9364097714424133,0.9179846048355103,0.9218562841415405,0.8780289888381958
