d1,d2,d3
0.763389872011325,0.30869887017971653,0.7807020222313139
0.8242069768999922,0.4460882905930027,1.0249797404981527
0.7175772412741219,0.4511483002349701,0.6013228547152698
0.6936616642525111,0.469045217610664,1.0027157774460516
0.6047988166811702,0.6794870099568324,0.9071202979041079
1.1155539185418897,0.7549149407240856,0.8751593225884171
0.7868617528627616,0.48812549987719744,0.7879415842595986
0.41687030477886644,0.5467877425117627,0.7179619625911169
0.586723586223183,0.723736804721405,0.6511999554772657
0.4569378400689158,0.4556889179197138,0.9580870257692046
0.33364928909952607,0.7038015024356427,0.7556968993837607
0.5772048532661382,0.6638484655382482,0.673944341624311
0.8242069768999922,0.7751663260719508,0.7910859907560043
0.5275120584233645,0.9017074944885427,0.7350154163546279
0.5140447965270964,0.6170712538212504,0.7241197060769783
0.5847385258979934,0.40017639277170847,1.0811504383381547
0.5109246808863728,0.3944762849879303,0.7714418980430813
0.6744078182741998,0.5895743698780952,0.6615509739833004
0.5983219062008438,0.5433570109901662,0.6688368286267661
0.46642258090352906,0.6103024807426671,0.6684807390923092
0.5199172226235338,0.8040439140463385,0.7578013471653519
0.653043018632812,0.47848417889768047,0.9593939048684552
0.8993832293641694,0.4879425796881369,0.7839753100530713
0.6134288313090487,0.5004891925871853,0.3918583486147975
0.8832738103113884,0.75245763754008,0.8314598056799232
0.7226840801911225,0.6323011476359572,0.5125825633240461
0.784176365921198,0.8479414255001156,0.8063008006083627
0.6438589911636111,0.5419868757747548,0.590899542802013
1.0458039208708805,0.591751709536137,0.9316218417981007
0.6169736669447199,0.6048884937771851,0.7995540685656817
0.8221685776070257,0.748740546185197,0.6118501144631608
0.8232775878024792,0.9225852206342647,0.6698521777429649
0.4856642903426108,0.4213086133955054,0.8115554096388977
0.7908951438503279,0.7178474293732349,1.0
0.6127098497845427,0.6398868202487975,0.7556611112873896
0.9024228542263775,0.6673313399767504,0.6824573519457058
0.7474843415475472,0.3876275643042054,0.8960499980509374
0.39311634139034846,0.28033261366558715,1.0263340326574861
0.6971477673036641,0.4723551469889137,0.8350192191415202
0.442322301280099,0.7677556619027941,0.869878273843185
0.2635222977908267,0.5177571778295879,0.4058240889776935
0.2985676154098533,0.6372324091941592,0.564242211941955
0.40895969895088313,0.43822343958812415,0.8194343043680035
0.8267140335810564,0.5608773687693105,0.6700495280866269
0.621045073399775,0.6666666666666667,0.7290344485048194
0.7895255335197369,0.39319453441218744,0.6462927169586523
0.5584923367469202,0.3766710561737171,0.49990866745745366
0.885798807273206,0.6008614748935107,0.7552075475713347
0.536892143057631,0.4811218985976268,0.6520141032087396
0.4750230485853961,0.3616104592885532,0.7255344861406625
0.5631328300787816,0.6189995262555894,0.5295567641458251
0.4368047747509597,0.39682981012107665,0.8331838921179553
0.9235340507346368,0.7431863880097459,0.9240855688784081
0.4611750000989314,0.6748579266639118,0.7597821747235175
0.4390631861976748,0.5819601914250294,0.8455262453086725
0.45775202122474323,0.5429193264739908,0.47925284268659263
0.7544038674623309,0.4806072404672207,0.6952934150818681
1.0303759824648555,0.47253679747980537,0.7714030116049022
0.5443623526725766,0.615381003620703,0.7294809326088282
0.7145375631319244,0.6243014789110999,0.6918055135044551
0.45775202122474323,0.5139244671455272,0.39447091850930416
0.6557274601693066,0.5050868412174427,0.8318958238211585
0.699565172149883,0.5241815460454606,0.8683517089365461
0.9181498054116182,0.8911485979168792,1.0098285141746344
0.6660724891303338,0.4868433901795731,0.7559550660165753
0.6011664664042071,0.656551487740177,0.47710410855416774
0.4224838458339113,0.46057472118392506,0.3879278858213243
0.6036690576024308,0.43131941033375953,0.8965115458022522
0.929367303324476,0.5684086980308158,0.9131964415415974
0.60833028986504,0.6020940790542202,0.7724582947505627
0.774155176111337,0.6580384212572257,0.7240437478448333
0.4990077254749665,0.6422771459732053,0.6403303373689797
0.6908120098641086,0.5156116222531801,0.8064744345517867
0.6036861812430301,0.6545053276199706,0.9227699702923723
0.9070507244122765,0.8972309243088276,1.1672079191545812
0.7421379647860243,0.38338554585296525,0.9965314766677066
0.6898750396174589,0.677788264529767,0.5852076148016214
0.11941008608363679,0.19354048849919847,0.23469205208621202
0.5854298380135299,0.5377498364789758,0.5688748934989252
0.43449982766262785,0.45356255688410174,0.8975285947042165
0.8234317080286222,0.5903267548006487,1.0635491225236584
0.5204093105133043,0.7002199794151599,0.42260417510199944
0.48717805506980705,0.2027925902600345,1.0770688907737413
