stimulus_filename,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,welcome.started,welcome_image.started,welcome_key_resp.started,welcome.stopped,welcome_key_resp.keys,welcome_key_resp.rt,welcome_key_resp.duration,instruction.started,instruction_image.started,instruction_key_resp.started,instruction.stopped,instruction_key_resp.keys,instruction_key_resp.rt,instruction_key_resp.duration,start.started,start_image.started,key_resp.started,start.stopped,key_resp.keys,key_resp.rt,key_resp.duration,block_info.started,block_text.started,block_info.stopped,img_presentation.started,ISI_text.started,stimulus_image.started,ISI_text.stopped,stimulus_image.stopped,text.started,text.stopped,img_presentation.stopped,evaluation.started,horizontal_polygon.started,vertical_polygon.started,ha_text.started,la_text.started,negative_text.started,positive_text.started,mouse.started,evaluation.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,rest.started,rest.stopped,key_resp_2.keys,rest_image.started,key_resp_2.started,key_resp_2.rt,key_resp_2.duration,block_text.stopped,end.started,end_image.started,key_resp_3.started,end.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,Unnamed: 76
neg_1.jpg,0.0,40.0,40.0,0.0,214.62453200925484,,,,,,,,,,,,,,,,,,,,,,,214.5954341893539,,214.5954612738024,214.59546754598887,214.62453200925484,215.6078973117401,215.62454170263663,216.6078978819387,216.6078978819387,216.87455196621704,216.84141941892085,216.84142854210404,216.87455196621704,216.87455196621704,216.87455196621704,216.87455196621704,216.87455196621704,216.87455196621704,0.029136308326997,219.17496724207376,[-183.0],[-187.0],[1],[0],[0],[2.3000842753972393],219.17542938827864,219.17844745104048,,,,,,,,,,,,,,ED08,1,2024-01-15_16h34.32.099,rating,2023.2.3,60.04625595508129,2024-01-15 16h34.45.897859 +0800,
neg_10.jpg,0.0,44.0,44.0,1.0,233.12470820071397,,,,,,,,,,,,,,,,,,,,,,,233.09540596450825,,233.0954341893539,233.09544046154224,233.12470820071397,234.10805069524395,234.12471504310088,235.10806038862395,235.10806038862395,235.3747364255596,235.3415867722979,235.34159446998277,235.3747364255596,235.3747364255596,235.3747364255596,235.3747364255596,235.3747364255596,235.3747364255596,0.0293475670187035,236.80846249288695,[-47.0],[-34.0],[1],[0],[0],[1.433358574138765],236.8089272049874,236.8119866071684,,,,,,,,,,,,,,ED08,1,2024-01-15_16h34.32.099,rating,2023.2.3,60.04625595508129,2024-01-15 16h34.45.897859 +0800,
neg_100.jpg,0.0,250.0,250.0,2.0,1149.716758544715,,,,,,,,,,,,,,,,,,,,,,,1149.6885890086178,,1149.6886163781655,1149.6886229354532,1149.716758544715,1150.700099043548,1150.7167622510078,1151.7001113028257,1151.7001113028257,1152.0167769621405,1151.9336359759018,1151.9336442437852,1152.0167769621405,1152.0167769621405,1152.0167769621405,1152.0167769621405,1152.0167769621405,1152.0167769621405,0.0782133273733052,1155.9345890633576,[-148.0],[-175.0],[1],[0],[0],[3.9167595140534104],1155.9354928286084,1155.938516593358,,,,,,,,,,,,,,ED08,1,2024-01-15_16h34.32.099,rating,2023.2.3,60.04625595508129,2024-01-15 16h34.45.897859 +0800,
neg_101.jpg,0.0,262.0,262.0,3.0,1200.583905908059,,,,,,,,,,,,,,,,,,,,,,,1200.5557671627012,,1200.5557982385417,1200.5558050809286,1200.583905908059,1201.5672461217928,1201.583912750446,1202.5672894569088,1202.5672894569088,1202.9006123365962,1202.8008115640896,1202.800819831973,1202.9006123365962,1202.9006123365962,1202.9006123365962,1202.9006123365962,1202.9006123365962,1202.9006123365962,0.0948694073467777,1203.4850670610922,[-170.0],[-161.0],[1],[0],[0],[0.5833362793619017],1203.4859514395812,1203.4889139079496,,,,,,,,,,,,,,ED08,1,2024-01-15_16h34.32.099,rating,2023.2.3,60.04625595508129,2024-01-15 16h34.45.897859 +0800,
neg_102.jpg,0.0,376.0,376.0,4.0,1774.5726909510577,,,,,,,,,,,,,,,,,,,,,,,1774.5456743571283,,1774.5457042925718,1774.545711420058,1774.5726909510577,1775.5560468452604,1775.5726955126484,1776.5561030098524,1776.5561030098524,1776.922717522326,1776.7895732289344,1776.7895812117183,1776.922717522326,1776.922717522326,1776.922717522326,1776.922717522326,1776.922717522326,1776.922717522326,0.1270779473288712,1777.5078014613064,[-337.0],[-252.0],[1],[0],[0],[0.5833613681134011],1777.5089581097673,1777.5120363285114,,,,,,,,,,,,,,ED08,1,2024-01-15_16h34.32.099,rating,2023.2.3,60.04625595508129,2024-01-15 16h34.45.897859 +0800,
neg_103.jpg,0.0,136.0,136.0,5.0,651.0953517956132,,,,,,,,,,,,,,,,,,,,,,,651.0665647341102,,651.0665946695535,651.0666015119386,651.0953517956132,652.0786968560369,652.0953603485959,653.0787071196173,653.0787071196173,653.3620435130179,653.3122477582638,653.3122563112465,653.3620435130179,653.3620435130179,653.3620435130179,653.3620435130179,653.3620435130179,653.3620435130179,0.0454993060666311,654.2126525424592,[-358.0],[-268.0],[1],[0],[0],[0.8500191586826986],654.2132837526387,654.2162160004646,,,,,,,,,,,,,,ED08,1,2024-01-15_16h34.32.099,rating,2023.2.3,60.04625595508129,2024-01-15 16h34.45.897859 +0800,
neg_104.jpg,0.0,125.0,125.0,6.0,597.0448430071374,,,,,,,,,,,,,,,,,,,,,,,597.016013180717,,597.0160439714582,597.0160505287458,597.0448430071374,598.0281837910698,598.0448484240278,599.0281929142529,599.0281929142529,599.3115267417579,599.2617252850141,599.2617335528976,599.3115267417579,599.3115267417579,599.3115267417579,599.3115267417579,599.3115267417579,599.3115267417579,0.0455312372068874,602.612286702848,[-370.0],[243.0],[1],[0],[0],[3.3001909025897476],602.6128979560654,602.6158761049028,,,,,,,,,,,,,,ED08,1,2024-01-15_16h34.32.099,rating,2023.2.3,60.04625595508129,2024-01-15 16h34.45.897859 +0800,
neg_105.jpg,0.0,317.0,317.0,7.0,1493.803357787263,,,,,,,,,,,,,,,,,,,,,,,1493.775911548466,,1493.775943194505,1493.775950036892,1493.803357787263,1494.7866962904009,1494.8033563617664,1495.7867025625874,1495.7867025625874,1496.1367114576915,1496.0203176121886,1496.020327020471,1496.1367114576915,1496.1367114576915,1496.1367114576915,1496.1367114576915,1496.1367114576915,1496.1367114576915,0.1108230022800853,1497.1380993218063,[-376.0],[-279.0],[1],[0],[0],[1.000017391066649],1497.1390940337806,1497.1421984816752,,,,,,,,,,,,,,ED08,1,2024-01-15_16h34.32.099,rating,2023.2.3,60.04625595508129,2024-01-15 16h34.45.897859 +0800,
neg_106.jpg,0.0,151.0,151.0,8.0,712.812608979264,,,,,,,,,,,,,,,,,,,,,,,712.7837991098058,,712.7838273346515,712.783833606838,712.812608979264,713.7959668691637,713.8126195279438,714.7959768476449,714.7959768476449,715.0959807249965,715.029485555151,715.0294935379352,715.0959807249965,715.0959807249965,715.0959807249965,715.0959807249965,715.0959807249965,715.0959807249965,0.0622015721510251,719.3465877017225,[-96.0],[-106.0],[1],[0],[0],[4.249969209258779],719.3472531238349,719.3502743226891,,,,,,,,,,,,,,ED08,1,2024-01-15_16h34.32.099,rating,2023.2.3,60.04625595508129,2024-01-15 16h34.45.897859 +0800,
neg_107.jpg,0.0,303.0,303.0,9.0,1426.7860533911444,,,,,,,,,,,,,,,,,,,,,,,1426.758296679047,,1426.7583280399867,1426.7583348823737,1426.7860533911444,1427.7693967409705,1427.7860610888292,1428.769421544623,1428.769421544623,1429.1027427137142,1429.002931392528,1429.0029396604132,1429.1027427137142,1429.1027427137142,1429.1027427137142,1429.1027427137142,1429.1027427137142,1429.1027427137142,0.0944694128211267,1433.8041215686862,[-170.0],[-240.0],[1],[0],[0],[4.7000839332777105],1433.8051045915836,1433.8081719765487,,,,,,,,,,,,,,ED08,1,2024-01-15_16h34.32.099,rating,2023.2.3,60.04625595508129,2024-01-15 16h34.45.897859 +0800,
