stimulus_filename,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,welcome.started,welcome_image.started,welcome_key_resp.started,welcome.stopped,welcome_key_resp.keys,welcome_key_resp.rt,welcome_key_resp.duration,instruction.started,instruction_image.started,instruction_key_resp.started,instruction.stopped,instruction_key_resp.keys,instruction_key_resp.rt,instruction_key_resp.duration,start.started,start_image.started,key_resp.started,start.stopped,key_resp.keys,key_resp.rt,key_resp.duration,block_info.started,block_text.started,block_info.stopped,img_presentation.started,ISI_text.started,stimulus_image.started,ISI_text.stopped,stimulus_image.stopped,text.started,text.stopped,img_presentation.stopped,evaluation.started,horizontal_polygon.started,vertical_polygon.started,ha_text.started,la_text.started,negative_text.started,positive_text.started,mouse.started,evaluation.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,rest.started,rest.stopped,key_resp_2.keys,rest_image.started,key_resp_2.started,key_resp_2.rt,key_resp_2.duration,block_text.stopped,end.started,end_image.started,key_resp_3.started,end.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,Unnamed: 76
neg_1.jpg,0.0,166.0,166.0,0.0,863.1012342490139,,,,,,,,,,,,,,,,,,,,,,,863.0729544600545,,863.072984680508,863.0729918079742,863.1012342490139,864.084548851366,864.1012547761129,865.0845565490272,865.0845565490272,865.3845666985399,865.3181472694087,865.318155252171,865.3845666985399,865.3845666985399,865.3845666985399,865.3845666985399,865.3845666985399,865.3845666985399,0.06163390598158,868.051999425239,[-328.0],[-310.0],[1],[0],[0],[2.6666792110081587],868.0527486644532,868.0562630753375,,,,,,,,,,,,,,ED18,1,2024-01-23_17h40.46.055,rating,2023.2.3,60.01457778294313,2024-01-23 17h40.57.761525 +0800,
neg_10.jpg,0.0,187.0,187.0,1.0,956.1185232004718,,,,,,,,,,,,,,,,,,,,,,,956.0904603715752,,956.0904920175236,956.0904988598886,956.1185232004718,957.1018608958148,957.1185491444484,958.1018643169956,958.1018643169956,958.401891857524,958.3353948815676,958.3354022941312,958.401891857524,958.401891857524,958.401891857524,958.401891857524,958.401891857524,958.401891857524,0.0614540087408386,964.2027547370562,[-329.0],[-175.0],[1],[0],[0],[5.800068024534994],964.2035532983356,964.2068926586544,,,,,,,,,,,,,,ED18,1,2024-01-23_17h40.46.055,rating,2023.2.3,60.01457778294313,2024-01-23 17h40.57.761525 +0800,
neg_100.jpg,0.0,133.0,133.0,2.0,706.216795844859,,,,,,,,,,,,,,,,,,,,,,,706.1885927474323,,706.188624108283,706.1886312357492,706.216795844859,707.2001269829307,707.2167978405487,708.200164901049,708.200164901049,708.4834799595628,708.4336737981248,708.433681495786,708.4834799595628,708.4834799595628,708.4834799595628,708.4834799595628,708.4834799595628,708.4834799595628,0.0449083094244997,709.6842096410073,[-321.0],[161.0],[1],[0],[0],[1.2001369613826682],709.6848873204654,709.6883395798432,,,,,,,,,,,,,,ED18,1,2024-01-23_17h40.46.055,rating,2023.2.3,60.01457778294313,2024-01-23 17h40.57.761525 +0800,
neg_101.jpg,0.0,209.0,209.0,3.0,1066.7192878920323,,,,,,,,,,,,,,,,,,,,,,,1066.691227343923,,1066.6912578494776,1066.6912646918463,1066.7192878920323,1067.702649250561,1067.7193326525155,1068.7026595141106,1068.7026595141106,1069.019300322332,1068.9361698366774,1068.9361775343425,1069.019300322332,1069.019300322332,1069.019300322332,1069.019300322332,1069.019300322332,1069.019300322332,0.0781365554030344,1069.3535596560323,[-364.0],[204.0],[1],[0],[0],[0.33332335488375975],1069.3544503041703,1070.236426881609,space,1069.369328176468,1069.369328176468,0.8661005748181196,,,,,,,,,,ED18,1,2024-01-23_17h40.46.055,rating,2023.2.3,60.01457778294313,2024-01-23 17h40.57.761525 +0800,
neg_102.jpg,0.0,167.0,167.0,4.0,868.0845799271156,,,,,,,,,,,,,,,,,,,,,,,868.0564937201307,,868.0565239405878,868.056531068054,868.0845799271156,869.0679432813376,869.0845847737946,870.0679258903183,870.0679258903183,870.367965404992,870.3014755564982,870.3014832541594,870.367965404992,870.367965404992,870.367965404992,870.367965404992,870.367965404992,870.367965404992,0.0614950629460508,870.7020097743225,[-326.0],[137.0],[1],[0],[0],[0.33329997679174994],870.7027592986342,870.7062551781019,,,,,,,,,,,,,,ED18,1,2024-01-23_17h40.46.055,rating,2023.2.3,60.01457778294313,2024-01-23 17h40.57.761525 +0800,
neg_103.jpg,0.0,52.0,52.0,5.0,303.2307021010056,,,,,,,,,,,,,,,,,,,,,,,303.20175974281665,,303.2017896781763,303.2017965205414,303.2307021010056,304.214014707668,304.230681573903,305.21404293243177,305.21404293243177,305.48069996276536,305.4475509742115,305.44755895697017,305.48069996276536,305.48069996276536,305.48069996276536,305.48069996276536,305.48069996276536,305.48069996276536,0.0289701553047052,306.81456386466016,[-347.0],[318.0],[1],[0],[0],[1.3334587767312769],306.8150770422035,306.81844377199013,,,,,,,,,,,,,,ED18,1,2024-01-23_17h40.46.055,rating,2023.2.3,60.01457778294313,2024-01-23 17h40.57.761525 +0800,
neg_104.jpg,0.0,239.0,239.0,6.0,1201.9202596222203,,,,,,,,,,,,,,,,,,,,,,,1201.8926443981836,,1201.892674618637,1201.892681746103,1201.9202596222203,1202.9035576888527,1202.9202496437683,1203.9035596845424,1203.9035596845424,1204.2202426873628,1204.1380755499958,1204.1380835327582,1204.2202426873628,1204.2202426873628,1204.2202426873628,1204.2202426873628,1204.2202426873628,1204.2202426873628,0.077621952365007,1206.9712897121026,[-214.0],[-310.0],[1],[0],[0],[2.7500426222468377],1206.9722008873396,1207.7706287394249,space,1206.986927657363,1206.986927657363,0.7732217115153617,,,,,,,,,,ED18,1,2024-01-23_17h40.46.055,rating,2023.2.3,60.01457778294313,2024-01-23 17h40.57.761525 +0800,
neg_105.jpg,0.0,59.0,59.0,7.0,332.9475481232221,,,,,,,,,,,,,,,,,,,,,,,332.91888829778327,,332.9189185182404,332.9189253606055,332.9475481232221,333.93088439307394,333.94760371745724,334.930905775469,334.930905775469,335.1975622356076,335.164456296945,335.1644639946062,335.1975622356076,335.1975622356076,335.1975622356076,335.1975622356076,335.1975622356076,335.1975622356076,0.0286896182478813,336.2313957459846,[-359.0],[176.0],[1],[0],[0],[1.0334389338677283],336.23192032747465,337.2813994807766,space,336.24756796608926,336.24756796608926,1.0274370373917918,,,,,,,,,,ED18,1,2024-01-23_17h40.46.055,rating,2023.2.3,60.01457778294313,2024-01-23 17h40.57.761525 +0800,
neg_106.jpg,0.0,263.0,263.0,8.0,1312.554328966191,,,,,,,,,,,,,,,,,,,,,,,1312.5267593579338,,1312.5267898634884,1312.5267969909546,1312.554328966191,1313.537651551305,1313.5543149963596,1314.537656683082,1314.537656683082,1314.8709968587827,1314.7711806903826,1314.7711883880474,1314.8709968587827,1314.8709968587827,1314.8709968587827,1314.8709968587827,1314.8709968587827,1314.8709968587827,0.0942645852192072,1317.9554969582823,[-194.0],[-331.0],[1],[0],[0],[3.083382227749098],1317.95641041431,1317.959872081945,,,,,,,,,,,,,,ED18,1,2024-01-23_17h40.46.055,rating,2023.2.3,60.01457778294313,2024-01-23 17h40.57.761525 +0800,
neg_107.jpg,0.0,342.0,342.0,9.0,1656.573350176961,,,,,,,,,,,,,,,,,,,,,,,1656.546328243181,,1656.546358178537,1656.5463653060033,1656.573350176961,1657.5566881574014,1657.5733550236364,1658.556694714669,1658.556694714669,1658.9067000460127,1658.790225849436,1658.7902335471008,1658.9067000460127,1658.9067000460127,1658.9067000460127,1658.9067000460127,1658.9067000460127,1658.9067000460127,0.1104005977977067,1661.3582857361143,[-331.0],[168.0],[1],[0],[0],[2.4499897079404036],1661.3593480136333,1661.3627466744656,,,,,,,,,,,,,,ED18,1,2024-01-23_17h40.46.055,rating,2023.2.3,60.01457778294313,2024-01-23 17h40.57.761525 +0800,
