stimulus_filename,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,welcome.started,welcome_image.started,welcome_key_resp.started,welcome.stopped,welcome_key_resp.keys,welcome_key_resp.rt,welcome_key_resp.duration,instruction.started,instruction_image.started,instruction_key_resp.started,instruction.stopped,instruction_key_resp.keys,instruction_key_resp.rt,instruction_key_resp.duration,start.started,start_image.started,key_resp.started,start.stopped,key_resp.keys,key_resp.rt,key_resp.duration,block_info.started,block_text.started,block_info.stopped,img_presentation.started,ISI_text.started,stimulus_image.started,ISI_text.stopped,text.started,stimulus_image.stopped,img_presentation.stopped,evaluation.started,horizontal_polygon.started,vertical_polygon.started,ha_text.started,la_text.started,negative_text.started,positive_text.started,mouse.started,evaluation.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,rest.started,rest.stopped,key_resp_2.keys,rest_image.started,key_resp_2.started,key_resp_2.rt,key_resp_2.duration,block_text.stopped,text.stopped,end.started,end_image.started,key_resp_3.started,end.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,Unnamed: 76
neg_1.jpg,0.0,226.0,226.0,0.0,833.8575706715465,,,,,,,,,,,,,,,,,,,,,,,833.8275261587287,,833.827558375141,833.8275655026655,833.8575706715465,834.845542260663,834.8572590561616,835.8314673948526,835.8549896522591,836.078497141435,836.0785045540606,836.1628385681206,836.1628385681206,836.1628385681206,836.1628385681206,836.1628385681206,836.1628385681206,0.0009590084637238,836.9871205626523,[-116.0],[-13.0],[1],[0],[0],[0.9052908757130353],836.9880753658772,836.9911618692249,,,,,,,,,,,,,,,ED29,1,2024-02-02_14h53.22.509,rating,2023.2.3,85.0015388604372,2024-02-02 14h53.33.694120 +0800,
neg_10.jpg,0.0,141.0,141.0,1.0,536.0786950015236,,,,,,,,,,,,,,,,,,,,,,,536.0480865589425,,536.0481173498492,536.0481247624748,536.0786950015236,537.0666677310437,537.0784024879049,538.0526034139702,538.0761151226407,538.2996536878245,538.2996622408536,538.3604657295773,538.3604657295773,538.3604657295773,538.3604657295773,538.3604657295773,538.3604657295773,0.0015577205485897,540.1841222125322,[-10.0],[-22.0],[1],[0],[0],[1.8826564227983908],540.1847711023911,540.187730165595,,,,,,,,,,,,,,,ED29,1,2024-02-02_14h53.22.509,rating,2023.2.3,85.0015388604372,2024-02-02 14h53.33.694120 +0800,
neg_100.jpg,0.0,58.0,58.0,2.0,226.63237852060504,,,,,,,,,,,,,,,,,,,,,,,226.6014125613783,,226.60144306718485,226.6014501947093,226.63237852060504,227.6203332887626,227.6320438120401,228.6062618441647,228.62978467177345,228.8532947268577,228.85330185438212,228.8906004768596,228.8906004768596,228.8906004768596,228.8906004768596,228.8906004768596,228.8906004768596,0.0018716167423917,229.70261115446192,[-166.0],[-100.0],[1],[0],[0],[0.8485281233597561],229.70312319584536,229.7062906678748,,,,,,,,,,,,,,,ED29,1,2024-02-02_14h53.22.509,rating,2023.2.3,85.0015388604372,2024-02-02 14h53.33.694120 +0800,
neg_101.jpg,0.0,0.0,0.0,3.0,3.527559144913539,,,,,,,,,,,,,,,,,,,,,,,3.511132481014556,3.527559144913539,4.4921079768691925,4.492116529898794,4.515531304231445,5.503500897640606,5.515182625717443,6.501187588185076,6.51294458292432,6.748239287544038,6.748247555472972,6.761928696811992,6.761928696811992,6.761928696811992,6.761928696811992,6.761928696811992,6.761928696811992,0.0076409204316405,7.715070352946441,[-225.0],[-99.0],[1],[0],[0],[0.9664749742623826],7.716410327612266,7.720358406159903,,,,,,,,,,,,,,,ED29,1,2024-02-02_14h53.22.509,rating,2023.2.3,85.0015388604372,2024-02-02 14h53.33.694120 +0800,
neg_102.jpg,0.0,230.0,230.0,4.0,846.4307091972723,,,,,,,,,,,,,,,,,,,,,,,846.4003815791684,,846.4004117998738,846.4004192124994,846.4307091972723,847.418636880835,847.4303234556291,848.4045594491163,848.4280837022307,848.6515923318093,848.6516003146371,848.7359659749072,848.7359659749072,848.7359659749072,848.7359659749072,848.7359659749072,848.7359659749072,0.0012016294094792,851.453827751674,[-189.0],[64.0],[1],[0],[0],[2.7987634599739977],851.4546856205607,851.457632994624,,,,,,,,,,,,,,,ED29,1,2024-02-02_14h53.22.509,rating,2023.2.3,85.0015388604372,2024-02-02 14h53.33.694120 +0800,
neg_103.jpg,0.0,335.0,335.0,5.0,1275.233202348434,,,,,,,,,,,,,,,,,,,,,,,1275.203728892904,,1275.203760254013,1275.2037673815385,1275.233202348434,1276.221145142349,1276.2328305767396,1277.2070705616406,1277.2305976657644,1277.4541051549395,1277.4541128526662,1277.561888440552,1277.561888440552,1277.561888440552,1277.561888440552,1277.561888440552,1277.561888440552,0.0003662835006252,1277.9871182818442,[-295.0],[-191.0],[1],[0],[0],[0.5272210151360923],1277.98818826587,1277.9913092664383,,,,,,,,,,,,,,,ED29,1,2024-02-02_14h53.22.509,rating,2023.2.3,85.0015388604372,2024-02-02 14h53.33.694120 +0800,
neg_104.jpg,0.0,64.0,64.0,6.0,256.2478699392077,,,,,,,,,,,,,,,,,,,,,,,256.22891043808886,,256.22894151409764,256.2289486416221,256.2478699392077,257.2476774960378,257.2593720536597,258.2336091875504,258.2571257429372,258.48067856317084,258.4806862608975,258.5179215909548,258.5179215909548,258.5179215909548,258.5179215909548,258.5179215909548,258.5179215909548,0.0017578614460944,259.5770062057936,[-272.0],[-154.0],[1],[0],[0],[1.0954344212123033],259.57748574566267,259.5805394623967,,,,,,,,,,,,,,,ED29,1,2024-02-02_14h53.22.509,rating,2023.2.3,85.0015388604372,2024-02-02 14h53.33.694120 +0800,
neg_105.jpg,0.0,188.0,188.0,7.0,702.598729190835,,,,,,,,,,,,,,,,,,,,,,,702.5683553863701,,702.5683870325802,702.5683941601055,702.598729190835,703.5866870951031,703.5983505767163,704.5725922722231,704.5961142445294,704.819620878402,704.8196282910276,704.8921987530257,704.8921987530257,704.8921987530257,704.8921987530257,704.8921987530257,704.8921987530257,0.0012543730927063,706.0928257471287,[-172.0],[-104.0],[1],[0],[0],[1.2706047476731328],706.0935604523866,706.0966301347762,,,,,,,,,,,,,,,ED29,1,2024-02-02_14h53.22.509,rating,2023.2.3,85.0015388604372,2024-02-02 14h53.33.694120 +0800,
neg_106.jpg,0.0,198.0,198.0,8.0,736.4719447793586,,,,,,,,,,,,,,,,,,,,,,,736.441573825904,,736.4416049019128,736.4416120294372,736.4719447793586,737.4599257768077,737.471608360187,738.4458480599878,738.4693706024955,738.6928832234889,738.6928920616192,738.7655030079577,738.7655030079577,738.7655030079577,738.7655030079577,738.7655030079577,738.7655030079577,0.0013005594537389,740.3894302798353,[-189.0],[-27.0],[1],[0],[0],[1.693742232780096],740.3902217201912,740.3933276104062,,,,,,,,,,,,,,,ED29,1,2024-02-02_14h53.22.509,rating,2023.2.3,85.0015388604372,2024-02-02 14h53.33.694120 +0800,
neg_107.jpg,0.0,272.0,272.0,9.0,1010.7747756326462,,,,,,,,,,,,,,,,,,,,,,,1010.74493553724,,1010.744966613248,1010.7449740258744,1010.7747756326462,1011.7627466515604,1011.7744292349398,1012.7486700751442,1012.7722216979528,1012.9957032429384,1012.9957117959684,1013.0918153492104,1013.0918153492104,1013.0918153492104,1013.0918153492104,1013.0918153492104,1013.0918153492104,0.0007588675680381,1014.5044297566748,[-81.0],[44.0],[1],[0],[0],[1.5043065930458397],1014.5053694495472,1014.50843457032,,,,,,,,,,,,,,,ED29,1,2024-02-02_14h53.22.509,rating,2023.2.3,85.0015388604372,2024-02-02 14h53.33.694120 +0800,
